job_name,company_name,city,area_code_name,industry,salary_min,salary_max,salary_avg,degree,head_count,company_size,company_property,major,skills,publish_date,update_date,job_id,recruit_type,source,keyword,degree_clean,degree_level,salary_level,combined_text,skill_keywords,job_direction,is_high_salary
知识产权商务专员,宁波共创知识产权服务有限公司,宁波,浙江,,5000.0,10000.0,7500.0,本科及以上,5,50-99人,其他,法学 知识产权,技能培训，扁平管理,2026-06-15,2026-06-15,899GQZvpQhrTVZE46PJ8fi,0,国家大学生就业服务平台,技术,本科及以上,2,5K-8K,知识产权商务专员 法学 知识产权 技能培训，扁平管理 技术,,销售/市场类,0
知识产权顾问,宁波共创知识产权服务有限公司,宁波,浙江,,6000.0,20000.0,13000.0,专科及以上,20,50-99人,其他,,技能培训，扁平管理,2026-06-15,2026-06-15,KY4cvb3mZ4W2n5v68NUqmC,0,国家大学生就业服务平台,技术,专科及以上,1,12K-20K,知识产权顾问  技能培训，扁平管理 技术,,教育/培训类,1
储备干部,余姚市景远热处理有限公司,宁波,浙江,,4000.0,7000.0,5500.0,专科及以上,3,100-499人,民营企业,金属材料工程 材料学,,2026-06-15,2026-06-16,WLfgdPRmmePXBRnFpCS1WT,0,国家大学生就业服务平台,技术,专科及以上,1,5K-8K,储备干部 金属材料工程 材料学  技术,,其他类,0
储备干部,余姚市景远热处理有限公司,宁波,浙江,,4000.0,7000.0,5500.0,本科及以上,3,100-499人,民营企业,金属材料工程 材料学,,2026-06-15,2026-06-16,P8hGHnHQtW43AH1BrWJKL3,0,国家大学生就业服务平台,技术,本科及以上,2,5K-8K,储备干部 金属材料工程 材料学  技术,,其他类,0
储备干部,余姚市景远热处理有限公司,宁波,浙江,,5000.0,10000.0,7500.0,本科及以上,3,100-499人,民营企业,金属材料工程 材料学,,2026-06-15,2026-06-16,VPQ4Hvk7hcYuRwHVwNgFZ1,0,国家大学生就业服务平台,技术,本科及以上,2,5K-8K,储备干部 金属材料工程 材料学  技术,,其他类,0
农业园区储备干部,正大农业科技（浙江）有限公司,宁波,浙江,,9500.0,10000.0,9750.0,硕士及以上,5,100-499人,外商独资/外企代表处,作物栽培 植物营养 植物保护,,2026-06-15,2026-06-15,LavoUUB9gTwTrTvSVXUk1w,0,国家大学生就业服务平台,技术,硕士及以上,3,8K-12K,农业园区储备干部 作物栽培 植物营养 植物保护  技术,,其他类,0
研发工程师（储备）,宁波信远工业集团有限公司,宁波,浙江,,6000.0,10000.0,8000.0,硕士及以上,6,500-999人,民营企业,机械设计类/电磁学,五险一金，岗位晋升，定期体检，年终奖，午餐补助，高温补贴，节日礼物，提供住宿,2026-05-26,2026-06-12,NqHEdnheUjoEKKP2BVXX8A,0,国家大学生就业服务平台,技术,硕士及以上,3,8K-12K,研发工程师（储备） 机械设计类/电磁学 五险一金，岗位晋升，定期体检，年终奖，午餐补助，高温补贴，节日礼物，提供住宿 技术,机械、设计,制造/工程类,0
外贸业务员,宁波雷自达电器有限公司,宁波,浙江,,5000.0,15000.0,10000.0,专科及以上,1,100-499人,民营企业,市场营销 机电工程 电气工程,技能培训，年终奖，午餐补助，免费加班餐，提供住宿,2026-05-25,2026-05-26,S13KNVTwMjon2cKcw4akVm,0,国家大学生就业服务平台,技术,专科及以上,1,8K-12K,外贸业务员 市场营销 机电工程 电气工程 技能培训，年终奖，午餐补助，免费加班餐，提供住宿 技术,外贸,销售/市场类,0
船舶电气设计师,宁波东方船舶设计院有限公司,宁波,浙江,,3000.0,8000.0,5500.0,专科及以上,2,1-49人,民营企业,电气工程及自动化,五险一金，带薪年假，午餐补助,2026-05-25,2026-05-26,JYiL41UTsscXFAB1ACec1U,0,国家大学生就业服务平台,技术,专科及以上,1,5K-8K,船舶电气设计师 电气工程及自动化 五险一金，带薪年假，午餐补助 技术,设计,制造/工程类,0
船舶结构设计师,宁波东方船舶设计院有限公司,宁波,浙江,,5000.0,10000.0,7500.0,专科及以上,3,1-49人,民营企业,船舶与海洋工程,五险一金，带薪年假，午餐补助,2026-05-25,2026-05-26,182boJAT7Jb6mtHPkLqhg4,0,国家大学生就业服务平台,技术,专科及以上,1,5K-8K,船舶结构设计师 船舶与海洋工程 五险一金，带薪年假，午餐补助 技术,设计,其他类,0
采购专员,宁波金纳德国际贸易有限公司,宁波,浙江,,6000.0,9000.0,7500.0,本科及以上,2,1-49人,民营企业,物流管理 国际经济与贸易 供应链管理,,2026-05-25,2026-05-26,MwvkXHVhx61D2iXVR2wfyx,0,国家大学生就业服务平台,技术,本科及以上,2,5K-8K,采购专员 物流管理 国际经济与贸易 供应链管理  技术,,其他类,0
机修技术岗,岳阳长炼机电工程技术有限公司宁波梅山保税港区分公司,宁波,浙江,,3500.0,10000.0,6750.0,专科及以上,20,100-499人,民营企业,,五险一金，岗位晋升，技能培训，定期体检，年终奖，免费加班餐，提供住宿，班车接送,2026-05-25,2026-05-25,BsMzajkF1WCMqNaaZHA4cN,0,国家大学生就业服务平台,技术,专科及以上,1,5K-8K,机修技术岗  五险一金，岗位晋升，技能培训，定期体检，年终奖，免费加班餐，提供住宿，班车接送 技术,,教育/培训类,0
电气技术岗,岳阳长炼机电工程技术有限公司宁波梅山保税港区分公司,宁波,浙江,,3500.0,10000.0,6750.0,专科及以上,20,100-499人,民营企业,机电一体化 电气自动化,五险一金，岗位晋升，技能培训，定期体检，年终奖，免费加班餐，提供住宿，班车接送,2026-05-25,2026-05-25,KVqRQgHaEZgR43NzJwdBoq,0,国家大学生就业服务平台,技术,专科及以上,1,5K-8K,电气技术岗 机电一体化 电气自动化 五险一金，岗位晋升，技能培训，定期体检，年终奖，免费加班餐，提供住宿，班车接送 技术,,制造/工程类,0
仪表技术岗,岳阳长炼机电工程技术有限公司宁波梅山保税港区分公司,宁波,浙江,,3500.0,10000.0,6750.0,专科及以上,20,100-499人,民营企业,机电一体化 电气自动化 测控技术,五险一金，岗位晋升，技能培训，定期体检，年终奖，免费加班餐，提供住宿，班车接送,2026-05-25,2026-05-25,RMJRVP5gPFnYWcRLTTL8Di,0,国家大学生就业服务平台,技术,专科及以上,1,5K-8K,仪表技术岗 机电一体化 电气自动化 测控技术 五险一金，岗位晋升，技能培训，定期体检，年终奖，免费加班餐，提供住宿，班车接送 技术,,制造/工程类,0
市场专员,台州市控场科技有限公司,宁波,浙江,,2000.0,5000.0,3500.0,专科及以上,100,50-99人,民营企业,,带薪年假，岗位晋升，股权激励，节日礼物，提供住宿,2026-05-24,2026-05-25,3FsLdqsbRJhs3fbDCQXg3E,0,国家大学生就业服务平台,技术,专科及以上,1,5K以下,市场专员  带薪年假，岗位晋升，股权激励，节日礼物，提供住宿 技术,,销售/市场类,0
银行客户经理,浙江云创蔚来科技集团有限公司,宁波,浙江,,3000.0,5000.0,4000.0,专科及以上,30,500-999人,民营企业,市场 销售 客户服务,,2026-04-21,2026-06-09,UC5bS991uiiAWjgDcE4M9r,0,国家大学生就业服务平台,技术,专科及以上,1,5K以下,银行客户经理 市场 销售 客户服务  技术,销售,销售/市场类,0
客户经理,浙江云创蔚来科技集团有限公司,宁波,浙江,,3000.0,7000.0,5000.0,专科及以上,10,500-999人,民营企业,市场 销售 客户服务,,2026-04-21,2026-04-21,D2ZtWSAdjcBMPcyLshaWbf,0,国家大学生就业服务平台,技术,专科及以上,1,5K-8K,客户经理 市场 销售 客户服务  技术,销售,销售/市场类,0
经营管理岗-储备网点负责人,浙江云创蔚来科技集团有限公司,宁波,浙江,,7000.0,10000.0,8500.0,本科及以上,20,500-999人,民营企业,后勤 管理,,2026-04-21,2026-04-21,YECk2rtUZmm26zEtP73wNA,0,国家大学生就业服务平台,技术,本科及以上,2,8K-12K,经营管理岗-储备网点负责人 后勤 管理  技术,,其他类,0
C++开发工程师,浙江云创蔚来科技集团有限公司,宁波,浙江,,6000.0,10000.0,8000.0,本科及以上,10,500-999人,民营企业,计算机 电气 机械,,2026-04-21,2026-04-21,94TpB4Jzb2jhMvYG3MQ8zo,0,国家大学生就业服务平台,技术,本科及以上,2,8K-12K,C++开发工程师 计算机 电气 机械  技术,机械,技术/数据类,0
JAVA 开发工程师(前端）,浙江云创蔚来科技集团有限公司,宁波,浙江,,6000.0,8000.0,7000.0,本科及以上,10,500-999人,民营企业,计算机 电气,,2026-04-21,2026-04-21,Tu6ErvGUb4vZhW6MeUfCsb,0,国家大学生就业服务平台,技术,本科及以上,2,5K-8K,JAVA 开发工程师(前端） 计算机 电气  技术,Java,技术/数据类,0
工艺工程助理,浙江云创蔚来科技集团有限公司,宁波,浙江,,5000.0,7000.0,6000.0,本科及以上,10,500-999人,民营企业,计算机 电气 机械,,2026-04-21,2026-04-21,BMp39nwM1d1iFDa929qdJY,0,国家大学生就业服务平台,技术,本科及以上,2,5K-8K,工艺工程助理 计算机 电气 机械  技术,机械,行政/人力类,0
机械设计工程师,浙江云创蔚来科技集团有限公司,宁波,浙江,,6000.0,8000.0,7000.0,本科及以上,4,500-999人,民营企业,计算机 电气 机械,,2026-04-21,2026-04-21,H2wD9h4JhLsk2Ek1o7pZTe,0,国家大学生就业服务平台,技术,本科及以上,2,5K-8K,机械设计工程师 计算机 电气 机械  技术,机械、设计,制造/工程类,0
电商订单班,浙江云创蔚来科技集团有限公司,宁波,浙江,,3000.0,5000.0,4000.0,本科及以上,20,500-999人,民营企业,电商 运营 设计,,2026-04-21,2026-04-21,JCviCsfMFmWAqzopxNFswE,0,国家大学生就业服务平台,技术,本科及以上,2,5K以下,电商订单班 电商 运营 设计  技术,电商、设计、运营,运营/传媒类,0
结构设计工程师,浙江云创蔚来科技集团有限公司,宁波,浙江,,3000.0,7000.0,5000.0,本科及以上,5,500-999人,民营企业,计算机 电气 机械,,2026-04-21,2026-04-21,8TrzrbnW6nbsMC15HoRZjy,0,国家大学生就业服务平台,技术,本科及以上,2,5K-8K,结构设计工程师 计算机 电气 机械  技术,机械、设计,制造/工程类,0
PLC电子工程师,浙江云创蔚来科技集团有限公司,宁波,浙江,,3000.0,7000.0,5000.0,本科及以上,20,500-999人,民营企业,电气 机械,,2026-04-21,2026-04-21,V9RgDXc7KE9BxgDJoWFjH5,0,国家大学生就业服务平台,技术,本科及以上,2,5K-8K,PLC电子工程师 电气 机械  技术,PLC、机械,制造/工程类,0
土耳其语外贸业务员,宁波安可佳科技集团有限公司,宁波,浙江,,8000.0,15000.0,11500.0,本科及以上,2,50-99人,民营企业,土耳其语,五险一金，带薪年假，年终分红，定期体检，年度旅游，交通补助，午餐补助，节日礼物,2026-06-15,2026-06-15,MNArzcaEPzVjwpS2nUsfxW,0,国家大学生就业服务平台,外贸,本科及以上,2,8K-12K,土耳其语外贸业务员 土耳其语 五险一金，带薪年假，年终分红，定期体检，年度旅游，交通补助，午餐补助，节日礼物 外贸,外贸,外贸/跨境类,0
小语种外贸业务员,宁波安可佳科技集团有限公司,宁波,浙江,,8000.0,15000.0,11500.0,本科及以上,10,50-99人,民营企业,西班牙语 俄语 葡萄牙语 土耳其语 阿拉伯语,五险一金，带薪年假，年终分红，定期体检，年度旅游，交通补助，午餐补助，节日礼物,2026-06-15,2026-06-15,E6nsAikJph4tycjXMFiPaW,0,国家大学生就业服务平台,外贸,本科及以上,2,8K-12K,小语种外贸业务员 西班牙语 俄语 葡萄牙语 土耳其语 阿拉伯语 五险一金，带薪年假，年终分红，定期体检，年度旅游，交通补助，午餐补助，节日礼物 外贸,外贸,外贸/跨境类,0
葡萄牙语外贸业务员,宁波安可佳科技集团有限公司,宁波,浙江,,8000.0,15000.0,11500.0,本科及以上,2,50-99人,民营企业,葡萄牙语,五险一金，带薪年假，年终分红，定期体检，年度旅游，交通补助，午餐补助，节日礼物,2026-06-15,2026-06-15,3GXWerE3kHYEdQ8GRGtn33,0,国家大学生就业服务平台,外贸,本科及以上,2,8K-12K,葡萄牙语外贸业务员 葡萄牙语 五险一金，带薪年假，年终分红，定期体检，年度旅游，交通补助，午餐补助，节日礼物 外贸,外贸,外贸/跨境类,0
西班牙语外贸业务员,宁波安可佳科技集团有限公司,宁波,浙江,,8000.0,15000.0,11500.0,本科及以上,2,50-99人,民营企业,西班牙语,五险一金，带薪年假，年终分红，定期体检，年度旅游，交通补助，午餐补助，节日礼物,2026-06-15,2026-06-15,7JT3hyChXX7u8jxLsFME8d,0,国家大学生就业服务平台,外贸,本科及以上,2,8K-12K,西班牙语外贸业务员 西班牙语 五险一金，带薪年假，年终分红，定期体检，年度旅游，交通补助，午餐补助，节日礼物 外贸,外贸,外贸/跨境类,0
外贸业务员,宁波起航检测技术有限公司,宁波,浙江,,5000.0,8000.0,6500.0,专科及以上,6,100-499人,民营企业,商务管理，英语，工商管理,年终奖,2026-05-31,2026-06-01,SNw8tN5Q1v6chfgfykFeEU,0,国家大学生就业服务平台,外贸,专科及以上,1,5K-8K,外贸业务员 商务管理，英语，工商管理 年终奖 外贸,外贸、英语,销售/市场类,0
外贸业务跟单实习生,宁波安凯莱家具有限公司,宁波,浙江,,2000.0,3000.0,2500.0,本科及以上,2,1-49人,民营企业,国际贸易专业,,2026-05-22,2026-05-25,MsfT54rx6CP5efcGEJernW,0,国家大学生就业服务平台,外贸,本科及以上,2,5K以下,外贸业务跟单实习生 国际贸易专业  外贸,外贸,外贸/跨境类,0
外贸业务跟单,宁波安凯莱家具有限公司,宁波,浙江,,4000.0,20000.0,12000.0,本科及以上,2,1-49人,民营企业,,,2026-05-22,2026-05-25,HnMFeagw8MB1HM6RZWm9bu,0,国家大学生就业服务平台,外贸,本科及以上,2,12K-20K,外贸业务跟单   外贸,外贸,外贸/跨境类,1
进口外贸专员,福建环洋新材料有限公司,宁波,浙江,,7000.0,8000.0,7500.0,本科及以上,1,100-499人,民营企业,英语,五险一金，带薪年假，岗位晋升，技能培训，定期体检，年终奖，高温补贴，提供住宿，班车接送,2026-05-14,2026-05-14,Br9Uf3nnFpB8LPAHkkvPL8,0,国家大学生就业服务平台,外贸,本科及以上,2,5K-8K,进口外贸专员 英语 五险一金，带薪年假，岗位晋升，技能培训，定期体检，年终奖，高温补贴，提供住宿，班车接送 外贸,外贸、英语,教育/培训类,0
外贸业务员,宁波金纳德国际贸易有限公司,宁波,浙江,,8000.0,11000.0,9500.0,本科及以上,2,1-49人,民营企业,国际经济与贸易 金融,,2026-05-14,2026-05-14,Noh57BqVWhVVffaFHhMACp,0,国家大学生就业服务平台,外贸,本科及以上,2,8K-12K,外贸业务员 国际经济与贸易 金融  外贸,外贸,外贸/跨境类,0
装配工艺工程师（机械）- 宁波,华昇时代（苏州）自动化技术有限公司,宁波,浙江,,8500.0,12000.0,10250.0,硕士及以上,1,50-99人,民营企业,机械电子工程 自动化 控制科学与工程,五险一金，带薪年假，岗位晋升，弹性工作，年终奖，交通补助，午餐补助，节日礼物,2026-06-02,2026-06-03,Hz6bY4ua3hoR6Tv3SgMTmR,0,国家大学生就业服务平台,机械,硕士及以上,3,8K-12K,装配工艺工程师（机械）- 宁波 机械电子工程 自动化 控制科学与工程 五险一金，带薪年假，岗位晋升，弹性工作，年终奖，交通补助，午餐补助，节日礼物 机械,机械,制造/工程类,0
数控技术员,宁波广泛机械有限公司,宁波,浙江,,6000.0,8000.0,7000.0,专科及以上,10,100-499人,其他,机械 数控 模具 工业机器人 电气,,2026-06-02,2026-06-02,74LMWZz6B4CSNtxC7T4czJ,0,国家大学生就业服务平台,机械,专科及以上,1,5K-8K,数控技术员 机械 数控 模具 工业机器人 电气  机械,机械,制造/工程类,0
自动化技术员,宁波广泛机械有限公司,宁波,浙江,,5000.0,8000.0,6500.0,专科及以上,2,100-499人,其他,机械 数控 模具 工业机器人 材料 化学,,2026-06-02,2026-06-02,BumyuB1XNJoSvJ42wTdcNT,0,国家大学生就业服务平台,机械,专科及以上,1,5K-8K,自动化技术员 机械 数控 模具 工业机器人 材料 化学  机械,机械,制造/工程类,0
电气技术员,宁波广泛机械有限公司,宁波,浙江,,6000.0,8000.0,7000.0,专科及以上,10,100-499人,其他,机械 数控 模具 工业机器人 电气,,2026-06-02,2026-06-02,YXxisJrq4Fsoretwoi2SLG,0,国家大学生就业服务平台,机械,专科及以上,1,5K-8K,电气技术员 机械 数控 模具 工业机器人 电气  机械,机械,制造/工程类,0
品质技术员,宁波广泛机械有限公司,宁波,浙江,,6000.0,8000.0,7000.0,专科及以上,2,100-499人,其他,机械 数控 模具 工业机器人 电气,,2026-06-02,2026-06-02,2LmrjUsALXsY72RFrFoNf9,0,国家大学生就业服务平台,机械,专科及以上,1,5K-8K,品质技术员 机械 数控 模具 工业机器人 电气  机械,机械,制造/工程类,0
管培生,宁波广泛机械有限公司,宁波,浙江,,6000.0,8000.0,7000.0,专科及以上,10,100-499人,其他,机械 数控 模具 工业机器人 电气,,2026-06-02,2026-06-02,QRyLtErzSjR78evNw7zUGE,0,国家大学生就业服务平台,机械,专科及以上,1,5K-8K,管培生 机械 数控 模具 工业机器人 电气  机械,机械,制造/工程类,0
设备技术员,宁波广泛机械有限公司,宁波,浙江,,6000.0,8000.0,7000.0,专科及以上,10,100-499人,其他,机械 数控 模具 工业机器人 电气,,2026-06-02,2026-06-02,FG8ADtcr7S8coT6yowrXVL,0,国家大学生就业服务平台,机械,专科及以上,1,5K-8K,设备技术员 机械 数控 模具 工业机器人 电气  机械,机械,制造/工程类,0
自动化技术员,宁波欣磊机械有限公司,宁波,浙江,,5000.0,8000.0,6500.0,专科及以上,2,100-499人,其他,机械 数控 模具 工业机器人 材料 化学,,2026-06-02,2026-06-02,15T7S1UEPVr9d7gyzYNXfv,0,国家大学生就业服务平台,机械,专科及以上,1,5K-8K,自动化技术员 机械 数控 模具 工业机器人 材料 化学  机械,机械,制造/工程类,0
数据分析技术员,宁波欣磊机械有限公司,宁波,浙江,,5000.0,8000.0,6500.0,专科及以上,2,100-499人,其他,机械 数控 模具 工业机器人 材料 化学,,2026-06-02,2026-06-02,2MS3bWicQy7yLfuDcBe1Xc,0,国家大学生就业服务平台,机械,专科及以上,1,5K-8K,数据分析技术员 机械 数控 模具 工业机器人 材料 化学  机械,数据分析、机械,技术/数据类,0
海外客服工程师,宁波弘讯科技股份有限公司,宁波,浙江,,8000.0,10000.0,9000.0,本科及以上,1,100-499人,上市公司,电子信息工程，机电一体化，电子电器,五险一金，带薪年假，岗位晋升，技能培训，年终奖，绩效奖金，年度旅游，高温补贴，通讯津贴，提供住宿,2026-05-07,2026-05-08,9WBzZpLTCgmqX4ps2EioC,0,国家大学生就业服务平台,客服,本科及以上,2,8K-12K,海外客服工程师 电子信息工程，机电一体化，电子电器 五险一金，带薪年假，岗位晋升，技能培训，年终奖，绩效奖金，年度旅游，高温补贴，通讯津贴，提供住宿 客服,客服,销售/市场类,0
门店财务（实习财务）,铂豪商业管理（宁波）有限公司,宁波,浙江,,4000.0,6000.0,5000.0,专科及以上,3,1-49人,民营企业,财会专业、工商管理专业、市场营销专业、,五险一金，带薪年假，岗位晋升，年终奖，年度旅游，午餐补助，高温补贴，通讯津贴，提供住宿,2026-06-09,2026-06-09,AvTkw7hxKqRoSttqYAjU2L,0,国家大学生就业服务平台,财务,专科及以上,1,5K-8K,门店财务（实习财务） 财会专业、工商管理专业、市场营销专业、 五险一金，带薪年假，岗位晋升，年终奖，年度旅游，午餐补助，高温补贴，通讯津贴，提供住宿 财务,财务,销售/市场类,0
计算机实习生2026届2027届,杭州沙景信息科技有限公司,宁波,浙江,,2000.0,4500.0,3250.0,专科及以上,6,50-99人,民营企业,计算机，人工智能，建筑，设计，工程，软件，互联网，电子商务,,2026-06-08,2026-06-18,HGr1SZ5ZQBVaSTEwGSD2nX,0,国家大学生就业服务平台,实习,专科及以上,1,5K以下,计算机实习生2026届2027届 计算机，人工智能，建筑，设计，工程，软件，互联网，电子商务  实习,设计,技术/数据类,0
市场实习生（2026年暑期）,宁波金田铜业（集团）股份有限公司,宁波,浙江,,100.0,20000.0,10050.0,本科及以上,30,5000以上,上市公司,国际经济与贸易、英语、日语、韩语、泰语、越南语、西班牙语、阿拉伯语、市场营销、工商管理、材料类、机械类,五险一金，岗位晋升，技能培训，定期体检，年终奖，专项奖金，午餐补助，节日礼物，提供住宿，班车接送,2026-06-05,2026-06-05,61TGCj64E3jMcV8ES7GPNu,0,国家大学生就业服务平台,实习,本科及以上,2,8K-12K,市场实习生（2026年暑期） 国际经济与贸易、英语、日语、韩语、泰语、越南语、西班牙语、阿拉伯语、市场营销、工商管理、材料类、机械类 五险一金，岗位晋升，技能培训，定期体检，年终奖，专项奖金，午餐补助，节日礼物，提供住宿，班车接送 实习,机械、英语,销售/市场类,0
实习生-餐饮部 Trainee-F&B Service,宁波极富房地产开发有限公司滨湖半岛酒店分公司,宁波,浙江,,2400.0,3000.0,2700.0,专科及以上,5,100-499人,其他,酒店管理 旅游管理 英语 小语种,五险一金，带薪年假，岗位晋升，年终奖，提供住宿,2026-06-02,2026-06-04,WJFDd2UGMN1yJfuewR1zNR,0,国家大学生就业服务平台,实习,专科及以上,1,5K以下,实习生-餐饮部 Trainee-F&B Service 酒店管理 旅游管理 英语 小语种 五险一金，带薪年假，岗位晋升，年终奖，提供住宿 实习,英语,教育/培训类,0
实习岗（普工）,宁波江丰芯创科技有限公司,宁波,浙江,,4500.0,5500.0,5000.0,不限,20,100-499人,民营企业,化工 材料 不限,五险一金，技能培训，节日礼物，提供住宿,2026-05-28,2026-05-29,EX6R2pmrkUTZZ2ipN97dYE,0,国家大学生就业服务平台,实习,不限,0,5K-8K,实习岗（普工） 化工 材料 不限 五险一金，技能培训，节日礼物，提供住宿 实习,,教育/培训类,0
家具设计实习生,宁波安凯莱家具有限公司,宁波,浙江,,2000.0,3000.0,2500.0,本科及以上,2,1-49人,民营企业,家具设计。 产品设计。工业设计,,2026-05-22,2026-05-25,FF1J1B2usKpa3BrSpYoEWE,0,国家大学生就业服务平台,实习,本科及以上,2,5K以下,家具设计实习生 家具设计。 产品设计。工业设计  实习,设计,其他类,0
职能岗位管培生,浙江云创蔚来科技集团有限公司,宁波,浙江,,6000.0,12000.0,9000.0,本科及以上,2,500-999人,民营企业,,,2026-06-08,2026-06-09,2LkeCpqjBx7Gqow79gp3C3,0,国家大学生就业服务平台,管培生,本科及以上,2,8K-12K,职能岗位管培生   管培生,,其他类,0
（泰语、缅甸语）管培生,君禾泵业股份有限公司,宁波,浙江,,5500.0,10000.0,7750.0,本科及以上,15,1000-4999人,上市公司,泰语 缅甸语,五险一金，岗位晋升，技能培训，定期体检，通讯津贴，节日礼物，提供住宿,2026-05-22,2026-05-22,7SsNsnXm4pkFUSKkzJsEyu,0,国家大学生就业服务平台,管培生,本科及以上,2,5K-8K,（泰语、缅甸语）管培生 泰语 缅甸语 五险一金，岗位晋升，技能培训，定期体检，通讯津贴，节日礼物，提供住宿 管培生,,教育/培训类,0
管培生,港兴国际物流集团有限公司,宁波,浙江,,8000.0,12000.0,10000.0,本科及以上,10,1000-4999人,其他,,五险一金，岗位晋升，定期体检，年终奖，年底双薪，绩效奖金，年度旅游，午餐补助，高温补贴,2026-05-06,2026-05-07,A4aqQHuSxFjSQZkg7EYWH7,0,国家大学生就业服务平台,管培生,本科及以上,2,8K-12K,管培生  五险一金，岗位晋升，定期体检，年终奖，年底双薪，绩效奖金，年度旅游，午餐补助，高温补贴 管培生,,其他类,0
电镀车间管培生,宁波康强电子股份有限公司,宁波,浙江,,5000.0,9000.0,7000.0,专科及以上,6,1000-4999人,上市公司,应用化工技术 应用化学 化学工程与工艺 化学,五险一金，带薪年假，岗位晋升，午餐补助，高温补贴，节日礼物，免费加班餐，提供住宿,2026-04-22,2026-04-22,G1TkP2Hf6odUoVS3fDgBQ8,0,国家大学生就业服务平台,管培生,专科及以上,1,5K-8K,电镀车间管培生 应用化工技术 应用化学 化学工程与工艺 化学 五险一金，带薪年假，岗位晋升，午餐补助，高温补贴，节日礼物，免费加班餐，提供住宿 管培生,,其他类,0
java开发工程师（校招）,浙江云创蔚来科技集团有限公司,宁波,浙江,,10000.0,16000.0,13000.0,硕士及以上,4,500-999人,民营企业,计算机 电气,,2026-04-21,2026-04-21,Fj75SE5x4TZJQwheSzsXHo,0,国家大学生就业服务平台,Java,硕士及以上,3,12K-20K,java开发工程师（校招） 计算机 电气  Java,Java,技术/数据类,1
家具设计师,宁波安凯莱家具有限公司,宁波,浙江,,4000.0,7000.0,5500.0,本科及以上,2,1-49人,民营企业,家具设计、产品设计，环境艺术设计等专业,,2026-05-22,2026-05-25,4wDAGoqJtRNTADBeUF272S,0,国家大学生就业服务平台,设计,本科及以上,2,5K-8K,家具设计师 家具设计、产品设计，环境艺术设计等专业  设计,设计,其他类,0
机械设计,宁波新宏液压有限公司,宁波,浙江,,5000.0,10000.0,7500.0,本科及以上,4,100-499人,其他,,岗位晋升，年底双薪，绩效奖金，高温补贴，节日礼物，免费加班餐，提供住宿，班车接送,2026-05-16,2026-05-18,AELVkbhomuNkZkSRePqbBd,0,国家大学生就业服务平台,设计,本科及以上,2,5K-8K,机械设计  岗位晋升，年底双薪，绩效奖金，高温补贴，节日礼物，免费加班餐，提供住宿，班车接送 设计,机械、设计,制造/工程类,0
电气设计,宁波新宏液压有限公司,宁波,浙江,,8000.0,20000.0,14000.0,硕士及以上,1,100-499人,其他,电气设计,岗位晋升，年底双薪，绩效奖金，高温补贴，节日礼物，免费加班餐，提供住宿，班车接送,2026-05-16,2026-05-18,Ln4uynLzZw87M8Q15nTRre,0,国家大学生就业服务平台,设计,硕士及以上,3,12K-20K,电气设计 电气设计 岗位晋升，年底双薪，绩效奖金，高温补贴，节日礼物，免费加班餐，提供住宿，班车接送 设计,设计,制造/工程类,1
施工岗,浙江省工程勘察设计院集团有限公司,宁波,浙江,,4000.0,7000.0,5500.0,专科及以上,4,500-999人,国有企业,岩土工程 土木工程 水利工程,五险一金，技能培训，定期体检，年终奖，专项奖金，绩效奖金，年度旅游，午餐补助，通讯津贴，节日礼物,2026-05-09,2026-05-09,Sc8UU4V9drG6c8PTm4qhXr,0,国家大学生就业服务平台,设计,专科及以上,1,5K-8K,施工岗 岩土工程 土木工程 水利工程 五险一金，技能培训，定期体检，年终奖，专项奖金，绩效奖金，年度旅游，午餐补助，通讯津贴，节日礼物 设计,设计,教育/培训类,0
海洋技术岗,浙江省工程勘察设计院集团有限公司,宁波,浙江,,7000.0,10000.0,8500.0,硕士及以上,4,500-999人,国有企业,海洋科学 海洋技术 海洋资源与环境 地质学 地质工程 环境工程 船舶与海洋工程 港口航道与海岸工程 海洋工程与技术 海洋资源开发技术 地球探测与信息技术 物理海洋学 海洋化学 海洋生物学 海岛开发与保护 生态学,五险一金，技能培训，定期体检，年终奖，专项奖金，绩效奖金，年度旅游，午餐补助，通讯津贴，节日礼物,2026-05-09,2026-05-09,NpawtWNp6Nz7BxDTYRUhQh,0,国家大学生就业服务平台,设计,硕士及以上,3,8K-12K,海洋技术岗 海洋科学 海洋技术 海洋资源与环境 地质学 地质工程 环境工程 船舶与海洋工程 港口航道与海岸工程 海洋工程与技术 海洋资源开发技术 地球探测与信息技术 物理海洋学 海洋化学 海洋生物学 海岛开发与保护 生态学 五险一金，技能培训，定期体检，年终奖，专项奖金，绩效奖金，年度旅游，午餐补助，通讯津贴，节日礼物 设计,设计,技术/数据类,0
采购工程师-宁波,华昇时代（苏州）自动化技术有限公司,宁波,浙江,,7000.0,10000.0,8500.0,本科及以上,1,50-99人,民营企业,机械电子工程 自动化 控制科学与工程,五险一金，带薪年假，岗位晋升，弹性工作，年终奖，交通补助，午餐补助，节日礼物,2026-06-02,2026-06-03,AxnFPvMNkNPpqvMtWQmjgK,0,国家大学生就业服务平台,采购,本科及以上,2,8K-12K,采购工程师-宁波 机械电子工程 自动化 控制科学与工程 五险一金，带薪年假，岗位晋升，弹性工作，年终奖，交通补助，午餐补助，节日礼物 采购,机械,制造/工程类,0
