job_name,company_name,city,area_code_name,industry,salary_min,salary_max,salary_avg,degree,head_count,company_size,company_property,major,skills,publish_date,update_date,job_id,recruit_type,source,keyword,degree_clean,degree_level,salary_level,combined_text,skill_keywords,job_direction,is_high_salary
销售工程师（驻地杭州，层析填料销售）,厦门三冀科技有限公司,杭州,浙江,,5000.0,7000.0,6000.0,专科及以上,2,1000-4999人,外商独资/外企代表处,生物、化学、市场营销、工商管理等,五险一金，带薪年假，年终奖，通讯津贴,2026-06-15,2026-06-15,681jbLgQiLDAeqxgy9v3S4,0,国家大学生就业服务平台,工程师,专科及以上,1,5K-8K,销售工程师（驻地杭州，层析填料销售） 生物、化学、市场营销、工商管理等 五险一金，带薪年假，年终奖，通讯津贴 工程师,销售,销售/市场类,0
数据标注工程师,河南鼎洁生物质能源有限公司,杭州,浙江,,5000.0,7000.0,6000.0,专科及以上,10,100-499人,民营企业,机电 自动化 电气 计算机专业优先,,2026-06-15,2026-06-15,3mw7AJzS9aYKJjS8ppCiNS,0,国家大学生就业服务平台,工程师,专科及以上,1,5K-8K,数据标注工程师 机电 自动化 电气 计算机专业优先  工程师,,制造/工程类,0
研发助理工程师,浙江英联锂能新能源科技有限公司,杭州,浙江,,5500.0,8000.0,6750.0,本科及以上,2,100-499人,民营企业,应用化学 化学工程与工艺 材料化学 冶金工程,岗位晋升，技能培训，定期体检，年底双薪，高温补贴，节日礼物，免费加班餐，提供住宿,2026-06-05,2026-06-05,24bZF4VPjrXHGJDU7UrC97,0,国家大学生就业服务平台,工程师,本科及以上,2,5K-8K,研发助理工程师 应用化学 化学工程与工艺 材料化学 冶金工程 岗位晋升，技能培训，定期体检，年底双薪，高温补贴，节日礼物，免费加班餐，提供住宿 工程师,,行政/人力类,0
光伏工程师,杭州昱军新能源科技有限公司,杭州,浙江,,5000.0,9000.0,7000.0,本科及以上,4,1-49人,民营企业,电力专业,五险一金，带薪年假，年底双薪,2026-06-04,2026-06-09,6A4CdayHA6CxS24gqgJQVN,0,国家大学生就业服务平台,工程师,本科及以上,2,5K-8K,光伏工程师 电力专业 五险一金，带薪年假，年底双薪 工程师,,制造/工程类,0
数据标注工程师,杭州洲际云数据科技有限公司,杭州,浙江,,5000.0,6500.0,5750.0,专科及以上,60,100-499人,民营企业,数据科学与大数据技术 计算机信息管理 计算机应用技术 数据标注,,2026-06-03,2026-06-05,Y9crMHB2UpFvPf1rkLfERM,0,国家大学生就业服务平台,工程师,专科及以上,1,5K-8K,数据标注工程师 数据科学与大数据技术 计算机信息管理 计算机应用技术 数据标注  工程师,,制造/工程类,0
光芯片设计工程师,杭州质禾科技有限公司,杭州,浙江,,20000.0,25000.0,22500.0,硕士及以上,2,1-49人,民营企业,光电子 光学 光通讯,五险一金，带薪年假，技能培训，定期体检，年终奖，绩效奖金，年度旅游，零食水果,2026-06-03,2026-06-04,rPgYSA9B4TJ3vCTLsMmaL,0,国家大学生就业服务平台,工程师,硕士及以上,3,20K以上,光芯片设计工程师 光电子 光学 光通讯 五险一金，带薪年假，技能培训，定期体检，年终奖，绩效奖金，年度旅游，零食水果 工程师,设计,制造/工程类,1
销售工程师,杭州西湖电子研究所,杭州,浙江,,5000.0,12000.0,8500.0,本科及以上,5,100-499人,股份制企业,,,2026-06-03,2026-06-04,A6a3sP5oRv8teakoN4tZ72,0,国家大学生就业服务平台,工程师,本科及以上,2,8K-12K,销售工程师   工程师,销售,销售/市场类,0
焊接工艺工程师,浙江富春江水电设备有限公司,杭州,浙江,,10000.0,18000.0,14000.0,本科及以上,2,500-999人,民营企业,焊接技术与工程 金属材料与工程 材料成型及控制工程,五险一金，带薪年假，技能培训，年终奖，专项奖金，午餐补助，住房补助，提供住宿,2026-06-02,2026-06-02,UqR5iXF2ZBF2MTFD9Poj7r,0,国家大学生就业服务平台,工程师,本科及以上,2,12K-20K,焊接工艺工程师 焊接技术与工程 金属材料与工程 材料成型及控制工程 五险一金，带薪年假，技能培训，年终奖，专项奖金，午餐补助，住房补助，提供住宿 工程师,,制造/工程类,1
硅光版图工程师,杭州质禾科技有限公司,杭州,浙江,,15000.0,20000.0,17500.0,硕士及以上,2,1-49人,民营企业,光电子 光学 电子科学与技术,五险一金，带薪年假，技能培训，定期体检，年终奖，绩效奖金，年度旅游，零食水果,2026-06-02,2026-06-05,vjpJL6HC46dgK9jnZQiFu,0,国家大学生就业服务平台,工程师,硕士及以上,3,12K-20K,硅光版图工程师 光电子 光学 电子科学与技术 五险一金，带薪年假，技能培训，定期体检，年终奖，绩效奖金，年度旅游，零食水果 工程师,,制造/工程类,1
电气工程师,浙江富春紫光环保股份有限公司,杭州,浙江,,6000.0,12500.0,9250.0,本科及以上,1,100-499人,股份制企业,电气工程及其自动化 机电一体化 电机与电器等相关专业,,2026-05-29,2026-05-29,XdjMEkxhpjeAk5f8jqaxBr,0,国家大学生就业服务平台,工程师,本科及以上,2,8K-12K,电气工程师 电气工程及其自动化 机电一体化 电机与电器等相关专业  工程师,,制造/工程类,0
初中暑期辅导教师,杭州市萧山区文艺轩培训中心,杭州,浙江,,6000.0,9000.0,7500.0,专科及以上,5,1-49人,其他,汉语言文学 数学 英语 翻译 科学 小学教育 生物 化学 教育学,,2026-06-07,2026-06-08,A6JPsTzMT9VLMLJFHv5ayw,0,国家大学生就业服务平台,教师,专科及以上,1,5K-8K,初中暑期辅导教师 汉语言文学 数学 英语 翻译 科学 小学教育 生物 化学 教育学  教师,教师、英语,教育/培训类,0
中学数理化竞赛教师,杭州小事做好教育科技有限公司,杭州,浙江,,20000.0,30000.0,25000.0,本科及以上,5,100-499人,民营企业,数学；工科；化学,五险一金，带薪年假，岗位晋升，技能培训，弹性工作，定期体检，扁平管理，年终奖，节日礼物,2026-05-21,2026-05-21,UpHg8xXU7ar8bWmPM3Qk92,0,国家大学生就业服务平台,教师,本科及以上,2,20K以上,中学数理化竞赛教师 数学；工科；化学 五险一金，带薪年假，岗位晋升，技能培训，弹性工作，定期体检，扁平管理，年终奖，节日礼物 教师,教师,教育/培训类,1
小初高理科教师（小学数学、初高中数学、初中科学、高中物理化学）,杭州小事做好教育科技有限公司,杭州,浙江,,15000.0,25000.0,20000.0,本科及以上,20,100-499人,民营企业,不限专业,五险一金，带薪年假，岗位晋升，技能培训，弹性工作，定期体检，扁平管理，年终奖，节日礼物,2026-05-21,2026-05-21,Naafi8BbszcBtjQqKFShBe,0,国家大学生就业服务平台,教师,本科及以上,2,20K以上,小初高理科教师（小学数学、初高中数学、初中科学、高中物理化学） 不限专业 五险一金，带薪年假，岗位晋升，技能培训，弹性工作，定期体检，扁平管理，年终奖，节日礼物 教师,教师,教育/培训类,1
小初文科教师（小学语文、初中文综）,杭州小事做好教育科技有限公司,杭州,浙江,,12000.0,25000.0,18500.0,本科及以上,5,100-499人,民营企业,不限专业,五险一金，带薪年假，岗位晋升，技能培训，弹性工作，定期体检，扁平管理，年终奖，节日礼物,2026-05-21,2026-05-21,9xunui4NN6VjE57NqbMqEm,0,国家大学生就业服务平台,教师,本科及以上,2,12K-20K,小初文科教师（小学语文、初中文综） 不限专业 五险一金，带薪年假，岗位晋升，技能培训，弹性工作，定期体检，扁平管理，年终奖，节日礼物 教师,教师,教育/培训类,1
暑假兼职教师,杭州市萧山区文艺轩培训中心,杭州,浙江,,4000.0,8000.0,6000.0,专科及以上,30,1-49人,其他,汉语言文学 书法 绘画 数学 英语 翻译 科学 小学教育,,2026-05-20,2026-05-20,33uajPRQdNoXBoJrNaBVC2,0,国家大学生就业服务平台,教师,专科及以上,1,5K-8K,暑假兼职教师 汉语言文学 书法 绘画 数学 英语 翻译 科学 小学教育  教师,教师、英语,教育/培训类,0
少儿英语教师,杭州希才艺术培训有限公司,杭州,浙江,,7000.0,11000.0,9000.0,本科及以上,3,50-99人,民营企业,英语 翻译 国际贸易 商务英语 日语,五险一金，带薪年假，岗位晋升，技能培训，股权激励，年度旅游，午餐补助,2026-04-28,2026-04-29,NG3BYyosV8okFYtz9z3Wp5,0,国家大学生就业服务平台,教师,本科及以上,2,8K-12K,少儿英语教师 英语 翻译 国际贸易 商务英语 日语 五险一金，带薪年假，岗位晋升，技能培训，股权激励，年度旅游，午餐补助 教师,教师、英语,销售/市场类,0
英语教师,杭州希才艺术培训有限公司,杭州,浙江,,8000.0,12000.0,10000.0,本科及以上,6,50-99人,民营企业,英语 翻译 国际贸易 商务英语 日语,五险一金，带薪年假，岗位晋升，技能培训，股权激励，年度旅游，午餐补助,2026-04-28,2026-04-29,PGo3UX4gQgLRMRJuvJTqC8,0,国家大学生就业服务平台,教师,本科及以上,2,8K-12K,英语教师 英语 翻译 国际贸易 商务英语 日语 五险一金，带薪年假，岗位晋升，技能培训，股权激励，年度旅游，午餐补助 教师,教师、英语,销售/市场类,0
销售员,杭州星播友新零售科技有限公司,杭州,浙江,,4500.0,30000.0,17250.0,专科及以上,3,1000-4999人,民营企业,电子商务 工商管理 企业管理 营销 市场,五险一金，带薪年假，年终分红，年度旅游,2026-06-12,2026-06-12,MAwyu6F35kfe8oxwpKoDfP,0,国家大学生就业服务平台,销售,专科及以上,1,12K-20K,销售员 电子商务 工商管理 企业管理 营销 市场 五险一金，带薪年假，年终分红，年度旅游 销售,销售,销售/市场类,1
销售管培生,露乐健康科技（上海）有限公司,杭州,浙江,,7000.0,10000.0,8500.0,本科及以上,1,1000-4999人,民营企业,,,2026-06-05,2026-06-08,RxUW1QJ5xD5KotxjAsZjJM,0,国家大学生就业服务平台,销售,本科及以上,2,8K-12K,销售管培生   销售,销售,销售/市场类,0
电话销售专员,杭州齐圣企业服务有限公司,杭州,浙江,,4000.0,12000.0,8000.0,不限,10,50-99人,民营企业,,五险一金，岗位晋升，技能培训，绩效奖金，节日礼物,2026-06-05,2026-06-05,TXJy5U3DRcYHKempWxDzGY,0,国家大学生就业服务平台,销售,不限,0,8K-12K,电话销售专员  五险一金，岗位晋升，技能培训，绩效奖金，节日礼物 销售,销售,销售/市场类,0
家电销售管培生,浙江太平洋经贸集团有限公司,杭州,浙江,,6000.0,8000.0,7000.0,不限,5,100-499人,民营企业,专业不限,,2026-06-05,2026-06-05,EX1SWpBtko4ZergCmKDATU,0,国家大学生就业服务平台,销售,不限,0,5K-8K,家电销售管培生 专业不限  销售,销售,销售/市场类,0
杭州挽留客服（纯接听，无销售性质）,安庆市乾宸商务服务有限公司,杭州,浙江,,4500.0,6000.0,5250.0,专科及以上,30,1-49人,其他,计算机 幼教 市场营销 会计,,2026-06-03,2026-06-04,P5DABe4zdwCk6MAuzuycgk,0,国家大学生就业服务平台,销售,专科及以上,1,5K-8K,杭州挽留客服（纯接听，无销售性质） 计算机 幼教 市场营销 会计  销售,会计、客服、销售,销售/市场类,0
电话销售,杭州力虎机械有限公司,杭州,浙江,,6000.0,8000.0,7000.0,专科及以上,2,50-99人,民营企业,工商管理 市场营销 人力资源,,2026-05-20,2026-05-20,KsoD5fb4mHZVMkzfYEgUL4,0,国家大学生就业服务平台,销售,专科及以上,1,5K-8K,电话销售 工商管理 市场营销 人力资源  销售,销售,销售/市场类,0
销售,杭州新宇机械制造有限公司,杭州,浙江,,6000.0,8000.0,7000.0,专科及以上,2,100-499人,其他,工商管理 市场营销 人力资源,,2026-05-18,2026-06-12,XTbPvu89bMJMsJeRBS6n3U,0,国家大学生就业服务平台,销售,专科及以上,1,5K-8K,销售 工商管理 市场营销 人力资源  销售,销售,销售/市场类,0
销售工程师,杭州中安电子股份有限公司,杭州,浙江,,10000.0,15000.0,12500.0,专科及以上,2,100-499人,股份制企业,电子类相关专业,五险一金，带薪年假，岗位晋升，定期体检，年终奖，午餐补助，住房补助，高温补贴，节日礼物，免费加班餐,2026-05-14,2026-05-14,9r4NuGfMN6HgeN3jA8r6ga,0,国家大学生就业服务平台,销售,专科及以上,1,12K-20K,销售工程师 电子类相关专业 五险一金，带薪年假，岗位晋升，定期体检，年终奖，午餐补助，住房补助，高温补贴，节日礼物，免费加班餐 销售,销售,销售/市场类,1
运营实习生/管培生,杭州三只胡文化科技有限公司,杭州,浙江,,3000.0,6000.0,4500.0,专科及以上,5,1-49人,民营企业,,,2026-06-18,2026-06-18,XWvE3JtXqsC8BZJGexmmeR,0,国家大学生就业服务平台,运营,专科及以上,1,5K以下,运营实习生/管培生   运营,运营,运营/传媒类,0
新媒体运营,杭州森活家家居有限公司,杭州,浙江,,1000.0,3000.0,2000.0,专科及以上,2,1-49人,民营企业,新媒体运营 网络与新媒体 广告设计 视觉传媒 电子商务 艺术设计,岗位晋升，技能培训，绩效奖金,2026-06-03,2026-06-08,4Pk86UmLierk1hbZGLBx7E,0,国家大学生就业服务平台,运营,专科及以上,1,5K以下,新媒体运营 新媒体运营 网络与新媒体 广告设计 视觉传媒 电子商务 艺术设计 岗位晋升，技能培训，绩效奖金 运营,新媒体、设计、运营,运营/传媒类,0
抖音电商运营助理（商务对接）,杭州原石层文化创意有限公司,杭州,浙江,,3500.0,20000.0,11750.0,专科及以上,50,50-99人,民营企业,电子商务/商务英语/数字媒体/网络营销与直播电商/计算机相关,,2026-05-27,2026-05-28,PG7q4Exp5jPs2tXN6HWvmY,0,国家大学生就业服务平台,运营,专科及以上,1,8K-12K,抖音电商运营助理（商务对接） 电子商务/商务英语/数字媒体/网络营销与直播电商/计算机相关  运营,电商、直播、英语、运营,运营/传媒类,0
新媒体运营,杭州星播友新零售科技有限公司,杭州,浙江,,4000.0,10000.0,7000.0,本科及以上,3,1000-4999人,民营企业,体育 表演 戏曲 音乐表演 艺术 设计 编导 广播电视编导 酒店管理 旅游管理 营销,五险一金，带薪年假，年终分红，年度旅游,2026-05-26,2026-05-27,Kj3fuzhmXKzpkyYEHyyw1i,0,国家大学生就业服务平台,运营,本科及以上,2,5K-8K,新媒体运营 体育 表演 戏曲 音乐表演 艺术 设计 编导 广播电视编导 酒店管理 旅游管理 营销 五险一金，带薪年假，年终分红，年度旅游 运营,新媒体、设计、运营,运营/传媒类,0
新媒体运营,义乌新渝网络科技有限责任公司,杭州,浙江,,3000.0,4000.0,3500.0,专科及以上,30,1-49人,民营企业,计算机专业 新媒体专业,带薪年假，岗位晋升，提供住宿,2026-05-18,2026-06-15,CTwq6V32GkCj2a3ZA9Juo9,0,国家大学生就业服务平台,运营,专科及以上,1,5K以下,新媒体运营 计算机专业 新媒体专业 带薪年假，岗位晋升，提供住宿 运营,新媒体、运营,运营/传媒类,0
运营前台,杭州锐动体育发展有限公司,杭州,浙江,,4000.0,7000.0,5500.0,专科及以上,2,100-499人,民营企业,市场营销 服务 休闲体育,带薪年假，岗位晋升，技能培训，扁平管理，节日礼物,2026-05-14,2026-05-14,Y94kYSqcRLgdQ46E8wCRpn,0,国家大学生就业服务平台,运营,专科及以上,1,5K-8K,运营前台 市场营销 服务 休闲体育 带薪年假，岗位晋升，技能培训，扁平管理，节日礼物 运营,运营,运营/传媒类,0
小语种跨境电商运营助理,杭州启迪电子商务有限公司,杭州,浙江,,3000.0,6000.0,4500.0,本科及以上,10,50-99人,民营企业,语言专业,,2026-05-12,2026-05-13,THNErPsUCgwfmZ1WWCzjfV,0,国家大学生就业服务平台,运营,本科及以上,2,5K以下,小语种跨境电商运营助理 语言专业  运营,电商、运营,运营/传媒类,0
运营,杭州三头六臂进出口贸易有限公司,杭州,浙江,,6000.0,7000.0,6500.0,专科及以上,1,1-49人,民营企业,,,2026-05-12,2026-05-12,BoUsN4ixLLBEEqayzm6B4q,0,国家大学生就业服务平台,运营,专科及以上,1,5K-8K,运营   运营,运营,运营/传媒类,0
运营管理,浙江红狮能源有限公司,杭州,浙江,,6000.0,8000.0,7000.0,本科及以上,3,1-49人,民营企业,财务类,五险一金，带薪年假，定期体检，交通补助，午餐补助，高温补贴，通讯津贴，节日礼物，零食水果,2026-04-30,2026-05-06,J3sKGakFp4c4wwJr98AC9R,0,国家大学生就业服务平台,运营,本科及以上,2,5K-8K,运营管理 财务类 五险一金，带薪年假，定期体检，交通补助，午餐补助，高温补贴，通讯津贴，节日礼物，零食水果 运营,财务、运营,运营/传媒类,0
运营助理,杭州海橙嗨选网络科技有限公司,杭州,浙江,,5000.0,6000.0,5500.0,专科及以上,3,100-499人,民营企业,,,2026-04-29,2026-04-29,3na5L7ZXh2vWeSseZw1y9m,0,国家大学生就业服务平台,运营,专科及以上,1,5K-8K,运营助理   运营,运营,运营/传媒类,0
行政助理,杭州乾仁康养科技有限公司,杭州,浙江,,4000.0,6000.0,5000.0,本科及以上,1,1-49人,民营企业,专业不限,五险一金，岗位晋升，提供住宿,2026-06-12,2026-06-15,BRN2z768mFbMXfup2dVGUW,0,国家大学生就业服务平台,助理,本科及以上,2,5K-8K,行政助理 专业不限 五险一金，岗位晋升，提供住宿 助理,行政,行政/人力类,0
采购助理（民航和市政工程施工）,浙江明德建设有限公司,杭州,浙江,,5000.0,7000.0,6000.0,本科及以上,2,100-499人,民营企业,,,2026-06-06,2026-06-08,CKwX4XFoseCDTC9cPJm1yC,0,国家大学生就业服务平台,助理,本科及以上,2,5K-8K,采购助理（民航和市政工程施工）   助理,,行政/人力类,0
商务助理,三个爸爸（杭州）食品科技有限公司,杭州,浙江,,3000.0,8000.0,5500.0,专科及以上,5,50-99人,民营企业,,,2026-06-05,2026-06-08,TLu63LuEdeU8iyVrMBzAMA,0,国家大学生就业服务平台,助理,专科及以上,1,5K-8K,商务助理   助理,,销售/市场类,0
监测助理岗,浙江武通交通科技有限公司,杭州,浙江,,3000.0,4500.0,3750.0,专科及以上,2,1-49人,民营企业,土木工程 桥隧 机电 交通工程,五险一金，年终奖，高温补贴，节日礼物,2026-06-05,2026-06-05,PFJcRA7AHDoh4kPwsQRTX5,0,国家大学生就业服务平台,助理,专科及以上,1,5K以下,监测助理岗 土木工程 桥隧 机电 交通工程 五险一金，年终奖，高温补贴，节日礼物 助理,,行政/人力类,0
软装设计师助理,杭州森活家家居有限公司,杭州,浙江,,1000.0,1500.0,1250.0,专科及以上,4,1-49人,民营企业,室内设计 环境艺术设计 软装设计 视觉传达设计 艺术设计相关专业,岗位晋升，技能培训，绩效奖金,2026-06-03,2026-06-08,WYMBSsaWfsZkogtAnGCFm,0,国家大学生就业服务平台,助理,专科及以上,1,5K以下,软装设计师助理 室内设计 环境艺术设计 软装设计 视觉传达设计 艺术设计相关专业 岗位晋升，技能培训，绩效奖金 助理,设计,行政/人力类,0
机械工艺工程师助理,杭州力虎机械有限公司,杭州,浙江,,6000.0,8000.0,7000.0,专科及以上,2,50-99人,民营企业,机械 数控 模具 工业机器人 电气,,2026-05-20,2026-05-20,LUTb7tbrNgD1qdqGzXzS1Y,0,国家大学生就业服务平台,助理,专科及以上,1,5K-8K,机械工艺工程师助理 机械 数控 模具 工业机器人 电气  助理,机械,行政/人力类,0
文员助理,杭州力虎机械有限公司,杭州,浙江,,6000.0,8000.0,7000.0,专科及以上,2,50-99人,民营企业,工商管理 市场营销 人力资源,,2026-05-20,2026-05-20,AmYXZ3KQGNhUjwdsGkX6fo,0,国家大学生就业服务平台,助理,专科及以上,1,5K-8K,文员助理 工商管理 市场营销 人力资源  助理,,销售/市场类,0
服装设计师助理,极刃星芒（杭州）品牌管理有限公司,杭州,浙江,,6000.0,10000.0,8000.0,专科及以上,1,1-49人,民营企业,服装设计 纺织 服饰 设计 美术,,2026-05-15,2026-05-18,CYoKprNmqEeNRToojKMJ1U,0,国家大学生就业服务平台,助理,专科及以上,1,8K-12K,服装设计师助理 服装设计 纺织 服饰 设计 美术  助理,设计,行政/人力类,0
冰箱贴文创手绘师（可实习或兼职）,杭州三只胡文化科技有限公司,杭州,浙江,,3000.0,5000.0,4000.0,专科及以上,10,1-49人,民营企业,,,2026-06-18,2026-06-18,Ffc7mtzgwcJUxpHcVdV845,0,国家大学生就业服务平台,技术,专科及以上,1,5K以下,冰箱贴文创手绘师（可实习或兼职）   技术,,其他类,0
播音主持人,杭州英智信息技术服务有限公司,杭州,浙江,,7000.0,9000.0,8000.0,专科及以上,2,1-49人,民营企业,播音主持 新闻学 音乐表演 影视表演 舞蹈 空乘 文秘 网络与新媒体,五险一金，带薪年假，技能培训，年终奖，绩效奖金，交通补助，高温补贴，通讯津贴，节日礼物，免费加班餐,2026-06-17,2026-06-17,8u6LJKzRZ9XrNydFsvAEwY,0,国家大学生就业服务平台,技术,专科及以上,1,8K-12K,播音主持人 播音主持 新闻学 音乐表演 影视表演 舞蹈 空乘 文秘 网络与新媒体 五险一金，带薪年假，技能培训，年终奖，绩效奖金，交通补助，高温补贴，通讯津贴，节日礼物，免费加班餐 技术,新媒体,运营/传媒类,0
摄像师,杭州英智信息技术服务有限公司,杭州,浙江,,5000.0,8000.0,6500.0,专科及以上,2,1-49人,民营企业,影视摄像 摄影 数字多媒体艺术 广电影视制作 影视编导 电视摄像,五险一金，带薪年假，技能培训，年终奖，绩效奖金，交通补助，高温补贴，通讯津贴，节日礼物，免费加班餐,2026-06-17,2026-06-17,F8nwRwAm8EohEe1ug1E2f2,0,国家大学生就业服务平台,技术,专科及以上,1,5K-8K,摄像师 影视摄像 摄影 数字多媒体艺术 广电影视制作 影视编导 电视摄像 五险一金，带薪年假，技能培训，年终奖，绩效奖金，交通补助，高温补贴，通讯津贴，节日礼物，免费加班餐 技术,,教育/培训类,0
育婴师,杭州学创教育科技有限公司,杭州,浙江,,2000.0,6000.0,4000.0,不限,1,1-49人,民营企业,早期教育,,2026-06-16,2026-06-17,5KpTeJncjUkAb2iGucCDPk,0,国家大学生就业服务平台,技术,不限,0,5K以下,育婴师 早期教育  技术,,教育/培训类,0
实习财务岗,杭州深蓝维笑医疗科技有限公司,杭州,浙江,,2000.0,3000.0,2500.0,不限,1,50-99人,民营企业,会计学 财经 财务管理,五险一金，带薪年假，定期体检，年终奖，绩效奖金，年度旅游，高温补贴，节日礼物,2026-06-15,2026-06-16,9FtHco8VhG3V8nanCvTEBq,0,国家大学生就业服务平台,技术,不限,0,5K以下,实习财务岗 会计学 财经 财务管理 五险一金，带薪年假，定期体检，年终奖，绩效奖金，年度旅游，高温补贴，节日礼物 技术,会计、财务,财务/审计类,0
火加工,杭州大和热磁电子有限公司,杭州,浙江,,6000.0,12000.0,9000.0,专科及以上,20,5000以上,外商独资/外企代表处,焊接 机械 机电 电气,,2026-06-14,2026-06-15,GHxND7QsRBNpKp2mKB1go7,0,国家大学生就业服务平台,技术,专科及以上,1,8K-12K,火加工 焊接 机械 机电 电气  技术,机械,制造/工程类,0
生产组员,杭州天扬机械有限公司,杭州,浙江,,6000.0,9000.0,7500.0,专科及以上,5,50-99人,民营企业,工程机械类；航空航天类；自动化类；仪器仪表类,五险一金，带薪年假，岗位晋升，技能培训，年终分红，年度旅游，免费加班餐，提供住宿,2026-05-25,2026-05-29,JZLHhoNtmivzdY7ZRkWsXB,0,国家大学生就业服务平台,技术,专科及以上,1,5K-8K,生产组员 工程机械类；航空航天类；自动化类；仪器仪表类 五险一金，带薪年假，岗位晋升，技能培训，年终分红，年度旅游，免费加班餐，提供住宿 技术,机械,制造/工程类,0
仓库保管员,杭州天扬机械有限公司,杭州,浙江,,6000.0,9000.0,7500.0,本科及以上,5,50-99人,民营企业,工程机械类；航空航天类；自动化类；仪器仪表类,五险一金，带薪年假，岗位晋升，技能培训，年终分红，年度旅游，免费加班餐，提供住宿,2026-05-25,2026-05-29,4LL23Cs7qtzb6etSCj6MBf,0,国家大学生就业服务平台,技术,本科及以上,2,5K-8K,仓库保管员 工程机械类；航空航天类；自动化类；仪器仪表类 五险一金，带薪年假，岗位晋升，技能培训，年终分红，年度旅游，免费加班餐，提供住宿 技术,机械,制造/工程类,0
水电工,杭州天扬机械有限公司,杭州,浙江,,6000.0,8000.0,7000.0,本科及以上,5,50-99人,民营企业,工程机械类；航空航天类；自动化类；仪器仪表类,五险一金，带薪年假，岗位晋升，技能培训，年终分红，年度旅游，免费加班餐，提供住宿,2026-05-25,2026-05-29,YVeCmfh9wR3i3Wj1BxKSAw,0,国家大学生就业服务平台,技术,本科及以上,2,5K-8K,水电工 工程机械类；航空航天类；自动化类；仪器仪表类 五险一金，带薪年假，岗位晋升，技能培训，年终分红，年度旅游，免费加班餐，提供住宿 技术,机械,制造/工程类,0
外贸业务员,杭州臻瑞化工科技有限公司,杭州,浙江,,6000.0,20000.0,13000.0,本科及以上,5,1-49人,民营企业,化工 材料 医药 生物 高分子 化学 制药 环保 环境工程,,2026-05-25,2026-05-26,WkULPf51F3MzTpLUXKs67r,0,国家大学生就业服务平台,技术,本科及以上,2,12K-20K,外贸业务员 化工 材料 医药 生物 高分子 化学 制药 环保 环境工程  技术,外贸,外贸/跨境类,1
施工造价,浙江宸章建设有限公司,杭州,浙江,,3500.0,6500.0,5000.0,专科及以上,2,1-49人,民营企业,土木，装饰，工程造价,,2026-05-25,2026-05-26,SceXQaYkfdRNUwUgQoa9sA,0,国家大学生就业服务平台,技术,专科及以上,1,5K-8K,施工造价 土木，装饰，工程造价  技术,,其他类,0
工程报验资料员,浙江宸章建设有限公司,杭州,浙江,,3500.0,5000.0,4250.0,专科及以上,2,1-49人,民营企业,土木，装饰，工程造价，设计,,2026-05-25,2026-05-26,Ti4twC8fzxBtz3vjDa4Zot,0,国家大学生就业服务平台,技术,专科及以上,1,5K以下,工程报验资料员 土木，装饰，工程造价，设计  技术,设计,其他类,0
装饰深化设计,浙江宸章建设有限公司,杭州,浙江,,3500.0,6000.0,4750.0,专科及以上,5,1-49人,民营企业,土木，装饰，工程造价,,2026-05-25,2026-05-26,CAeo5Hz9zGhqp33A9ypXkB,0,国家大学生就业服务平台,技术,专科及以上,1,5K以下,装饰深化设计 土木，装饰，工程造价  技术,设计,其他类,0
人力资源实习生,传播大脑科技（浙江）股份有限公司,杭州,浙江,,1000.0,2000.0,1500.0,本科及以上,2,100-499人,国有企业,人力资源学 心理学 行政管理,五险一金，定期体检，年终奖，午餐补助,2026-05-25,2026-05-25,UHzcAbcg9zStwZsHx5qp8M,0,国家大学生就业服务平台,技术,本科及以上,2,5K以下,人力资源实习生 人力资源学 心理学 行政管理 五险一金，定期体检，年终奖，午餐补助 技术,行政,行政/人力类,0
前端开发工程实习生,传播大脑科技（浙江）股份有限公司,杭州,浙江,,1000.0,2000.0,1500.0,本科及以上,2,100-499人,国有企业,计算机/软件工程相关专业,五险一金，定期体检，年终奖，午餐补助,2026-05-25,2026-05-25,SXo6xLVPAvRcmo9orXA6ox,0,国家大学生就业服务平台,技术,本科及以上,2,5K以下,前端开发工程实习生 计算机/软件工程相关专业 五险一金，定期体检，年终奖，午餐补助 技术,,技术/数据类,0
JAVA开发工程师（校招管培生,传播大脑科技（浙江）股份有限公司,杭州,浙江,,5000.0,8000.0,6500.0,本科及以上,0,100-499人,国有企业,,五险一金，定期体检，年终奖，午餐补助,2026-05-25,2026-05-25,NKj85csHxmAQETvVN5QAkM,0,国家大学生就业服务平台,技术,本科及以上,2,5K-8K,JAVA开发工程师（校招管培生  五险一金，定期体检，年终奖，午餐补助 技术,Java,技术/数据类,0
CAD图纸深化设计,浙江法达拉姆建筑科技有限公司,杭州,浙江,,4000.0,6000.0,5000.0,本科及以上,2,1-49人,民营企业,设计CAD,,2026-05-11,2026-05-12,BM2xpKCvUDdL1gDjdyAxb6,0,国家大学生就业服务平台,技术,本科及以上,2,5K-8K,CAD图纸深化设计 设计CAD  技术,CAD、设计,制造/工程类,0
